672496210054389760	Lord, what fools these mortals be! No change necessary. #ModernShakespeare @midnight
672515778428739584	@midnight All the world's a stage, and we are merely playas. #ModernShakespeare
672504643298136065	@midnight We happy few, we band of Facebook Friends #ModernShakespeare
672520227301773312	@midnight #PointsMe  #ModernShakespeare  Netflix and chill with me, Kate.
672510684395999232	There is nothing either good or bad, but tweeting makes it so #ModernShakespeare  @midnight
672499386820263936	@midnight #ModernShakespeare Rough winds do shake the darling buds of may...and I'm like, May, stop bogarting it.
672540777743056896	Two iPhones, both alike in security, With fair passwords, where we touch their screens.  #ModernShakespeare @midnight
672552697929699328	Uneasy lies the head that hath read the comments section. #ModernShakespeare #PointsMe @midnight
672546526539808768	@midnight #ModernShakespeare #pointsme  The Taming of the Foo'!
672543538521972736	Marry All, fuck a few, kill none. #ModernShakespeare @midnight
672492489748672513	What pop-up through yonder Windows breaks? #ModernShakespeare @midnight #PointsMe
672556273322168321	Twitter: it is a tale told by an idiot, full of sound and fury, signifying nothing. #ModernShakespeare #PointsMe @midnight
672492499684818945	@midnight Parting is such sweet sorrow, that I shall log off till it be morrow.  #ModernShakespeare
672570408030212096	Romeo V Juliet #ModernShakespeare @midnight
672545060546732032	@midnight Where Foursquare art thou? #ModernShakespeare #PointsMe
672494953025527808	@midnight Let me chastise thee with the valor of my tweet!  #ModernShakespeare
672284146421641217	J: O Romeo, Romeo! Wherefore art thou Romeo? R: K #ModernShakespeare @midnight
672515611289776128	If you #Tweet us, do we not laugh? If you #Wreck us, do we not die? And if you #Pwn us, shall we not revenge? #ModernShakespeare @midnight
672551236458049536	@midnight Cry Terrorist and let slip the dogs of war!  #ModernShakespeare #PointsMe
672531486436798464	#ModernShakespeare It is the yeast, and Juliet is the buns! @midnight
672553732098277376	@midnight Yond Trump has a mean &amp; crazy outlook;he thinks too much extreme weirdness;such men are dangerous. #ModernShakespeare #PointsMe
672548367633768448	@midnight What's in a name? That which we call facebook by any other name would still be a narcissistic diary. #ModernShakespeare #PointsMe
672549948303400960	Brevity is the soul of Twitter. #ModernShakespeare #PointsMe @midnight
672553328165826560	Followers, Trolls, Twittermen, lend me your ears; I come to bury Trump, not to praise him. #ModernShakespeare #PointsMe @midnight
672555967758774272	Cowards die many times before their deaths; the valiant #YOLO. #ModernShakespeare #PointsMe @midnight
672507709648859137	Henry V.0 @midnight #modernshakespeare #PointsMe
672556966334435328	Lord, what trolls these mortals be! #ModernShakespeare #PointsMe @midnight
672533019769487360	It's always around this time of year that i fall into #CatastrophicCoverage for my meds #ModernShakespeare  @midnight
672506751795650560	"Strike on the Tinder, ho!  Give me a a smartphone, call up all my people!" @midnight #ModernShakespeare #PointsMe
672507406774083584	@midnight The Taming of the Thot #ModernShakespeare
672547187025420288	A fool thinks himself to be wise, and orders a wall built along the Mexican border #ModernShakespeare @midnight
672334260846600192	A \U0001f339 by any other name is most likely a catfish.  #ModernShakespeare  @midnight
672556974899380224	@midnight  #ModernShakespeare  The Amazon Merchant of Venice
672561651946688513	Oh, whoa is me, I have, missed, thou #ModernShakespeare , what ever, shal, I, do-ith, sir @midnight
672504529183776768	@midnight @captdope @TiffanyHaddish Romeo, Romeo doth not swipe left Romeo! #ModernShakespeare #PointsMe
672516457490595841	Oh Romeo Romeo.. Where fart thou Romeo? Oops sorry #autocorrect #ModernShakespeare @midnight @hardwick
672554796457439232	Love looks not with the eyes, but with the mind, and therefore is winged Cupid painted #nofilter. #ModernShakespeare #PointsMe @midnight
672552103303188481	tl;dr - This is the short and the long of it. #ModernShakespeare #PointsMe @midnight
672531654502514688	#ModernShakespeare The quality of mercy is not strained, ho. @midnight
672544983342157824	Say what you will, sir, but I know what I know! You tased me at the mart! I have cell phone footage to show! #ModernShakespeare @midnight
672559024680734720	Goodnight goodnight! Parting is such sweet sorrow that I shall say goodnight 'til I reach the character limit. #ModernShakespeare @midnight
672511596204154880	@midnight #modernshakespeare #pointsme  Romeo and Pornhub
672507207116677120	Beth's Mac @midnight #ModernShakespeare #PointsMe
672558514389127168	Misery on Tinder acquaints a man with strange bedfellows. #TheTempestOftSwipeRight #ModernShakespeare #PointsMe @midnight
672575832813096960	@midnight - Oh thell no! #ModernShakespeare
672519669325008896	@midnight @midnight #ModernShakespeare A block on both your houses.
672531056361259008	#ModernShakespeare If you have sex with us in the anus, will we not have a spontaneous bowel evacuation? @midnight
672544094057463808	@midnight Eh tu Emoji? #ModernShakespeare
672510003102773248	@midnight Now is the winter of the pop-up ads #ModernShakespeare
672556510073847808	All that Twitters is not gold. #ModernShakespeare #PointsMe @midnight
672558301725372416	@midnight #ModernShakespeare #pointsme All that glitters is not a rapper's grill.
672570788315140097	Tyler Perry's Hamlet #ModernShakespeare @midnight
672581299840880640	Congrats, @midnight finalists! @Emphoto21 @viewfrommyoffic @paulcibis @Will3K85 @DemeterDragon #ModernShakespeare Good luck tonight! 
672506343815680000	iThello @midnight #ModernShakespeare #PointsMe
672513839938727936	Romeo, Romeo ... I can't even. #ModernShakespeare @midnight
672546085521362946	Shall I compare thee to a summers bae? #modernshakespeare #pointsme @midnight!
672535566253031425	Doubtful it stood; As two spent baes, that do cling together And choke their art #ModernShakespeare #PointsMe @midnight
672546953767485440	@midnight #ModernShakespeare #pointsme All the world's wide web.
672493048010440705	Misery and Grindr acquaints a man with strange bedfellows.@midnight #ModernShakespeare
672516812504875008	Deny thy #GamerTag and refuse thy name! #ModernShakespeare @midnight @hardwick
672532556278034433	Out out damn Spotify #ModernShakespeare @midnight
672500075474522112	Something is rotten in the app of Tinder. @midnight #ModernShakespeare
672554755982557186	A Midsummer Night's Dick Pic #ModernShakespeare #PointsMe @midnight
672520979256467456	Now is the winter of our Netflix and chill. #ModernShakespeare @midnight
672509684775956480	iMacbeth @midnight #ModernShakespeare #PointsMe
672495843274915840	There is nothing either good or bad, but tweeting makes it so.  #ModernShakespeare @midnight
672504283615518720	You won't believe what happens when they are told to cry havoc. Click here to let slip the dogs of war. #ModernShakespeare @midnight
672510079736799232	It was the best of times, it was the worst of times, it was the age of wisdom, it was11:59:59, it was @midnight #ModernShakespeare #PointsMe
672550288377536514	How bitter a thing it is to look into happiness through another man's news feed! #ModernShakespeare #PointsMe @midnight
672507546922450945	The Etsy Merchant of Venice @midnight #modernshakespeare #PointsMe
672550263203487744	If music be the food of love, eatest thou a Deadmau5 #ModernShakespeare @midnight https://t.co/jwvdqbRgXh
672491904311812096	@midnight A Porsche, a Porsche, my kingdom for a Porsche.  #ModernShakespeare
672505339837882380	@midnight Once more unto the comments section, dear friends, once more; Or close the wall up with our grammar mistakes. #ModernShakespeare
672496067783598080	It is the East, and Juliet is @TheSun, and thus she is a lying cunt. #ModernShakespeare @midnight #JFT96
672535628857409536	@midnight Out, damn Spotify! #modernshakespeare
672515627362287616	To thine own selfie be true...free of filters. #ModernShakespeare @midnight
672282007515344896	Out, Out, Damn Spotify #ModernShakespeare @midnight
672496921429327874	The two husband's of Verona #ModernShakespeare @midnight
672518466935652352	@midnight #PointsMe  #ModernShakespeare  But Micro-Soft, what virus through yonder Windows breaks?
672501947115540480	@midnight "Hark, what light through yonder flatscreen breaks?" #ModernShakespeare #PointsMe
672499180766519296	Get thee to a Chipotle. @midnight #ModernShakespeare
672517411229274112	@midnight #ModernShakespeare  To bae, or not to bae.
672506256167337985	"I am one who Tindered not wisely but well." @midnight #ModernShakespeare #PointsMe
672517169658236928	Parting is such sweet sorrow... Until I #respawn and shoot your bitch ass! #ModernShakespeare @midnight @hardwick
672528600235642881	#ModernShakespeare is it  not noble to tweet a crap or just Emoji one. @midnight            
672545341892370432	The Memeing of the Shrew #ModernShakespeare #PointsMe @midnight
672549213817843713	@midnight #ModernShakespeare #pointsme There are more things in heaven and earth and goatse is one of them.
672493320191414273	@midnight What's in a name? That which we call Starbucks by any other name would smell as sweet and )cost half as much). #ModernShakespeare
672544685286678528	Plan B: Better three hours too soon than a minute late #ModernShakespeare @midnight
672565876403605504	@midnight Taming of the Schrooms - The Doug Benson Story #ModernShakespeare
672545252763414528	If music be the food of love, MTV be thy dumpster #ModernShakespeare @midnight
672552094625193986	@midnight Friends, fellow Americans, citizens, open your ears;I come to debunk Trump,not to praise him.  #ModernShakespeare #PointsMe
672495431708901377	We are such stuff as memes are made on ... #ModernShakespeare @midnight
672495963735351296	@midnight Taming of the Kardashian #ModernShakespeare
672519823713288192	@midnight #PointsMe  #ModernShakespeare  Now is the winter of our dissed, fun tweet
672560437725020160	@midnight To bae, or not to bae... #ModernShakespeare
672294380762337280	Danish prince plays epic prank on his step-dad! You won't beleive what happens next! #ModernShakespeare @midnight
672504327689256960	@midnight #ModernShakespeare Romeo Romeo Romeo....where you at Bitch!!!
672503865711824896	@midnight Beware the Ides of March Madness #ModernShakespeare
672549348937326592	@midnight The better part of valour is not tweeting/commenting nasty sh*t.  #ModernShakespeare #PointsMe
672540412083503104	If we Internet trolls have offended,  Think, "F*** this," and all is mended. #ModernShakespeare @midnight
672550028854956033	The lady doth protest just enough given her status as a fully autonomous and equal person, methinks. #ModernShakespeare #PointsMe @midnight
672510785055096832	WW toil and trouble. Fire burn and cauldron bubble @midnight #ModernShakespeare https://t.co/Si4QAxIy1L
672282462022692864	Cry Havok and let slip Leroy Jenkins! #ModernShakespeare @midnight #PointsMe
672502303304192000	@midnight  #ModernShakespeare " I bite my thumbnail at you!"
672519493533339648	@midnight #ModernShakespeare A troll! A troll on both your houses!
672283883476488192	Alas poor Uber driver, I tipped him well  #modernshakespeare @midnight
672571113415704576	Romeo , Romeo , WTF Romeo #ModernShakespeare @midnight
672282254211592193	'WTF? U2 BRUTUS You MFER? #ModernShakespeare  @midnight
672559222425563137	@midnight #ModernShakespeare 2 b or not 2 b bitch better have my money#points me
672288558292606976	'If you retweet us, do we not fave? if you block us, do we not die? and if you wrong us, shall we not revenge? #ModernShakespeare @midnight
672542061657133056	Two house blends, both alike in dignity, In fair Starbucks, where we set our scene... #ModernShakespeare @midnight
672539605711781888	Oh, she doth teach the flashlight apps to burn bright. #ModernShakespeare @midnight
672288081442156544	Friends, Romans, countrymen, please visit my GoFundMe page #ModernShakespeare #PointsMe @midnight
672547442877792257	@midnight #ModernShakespeare #pointsme "What's in a name? That which we call chronic By any other name would smell as sweet."
672493580896759808	To tweet or not to tweet, that is the question #ModernShakespeare @midnight
672579416736821248	The fault dear @hardwick is not in our stars, But in ourselves that we are followers. @midnight #ModernShakespeare #KeepItIambic #PointsMe
672530685538643968	"There is nothing either good or bad, but thinking about Taco Bell makes it so" #ModernShakespeare @midnight
672556892489564160	@midnight Double,double,election troubles;lies burn and candidates stumble.  #ModernShakespeare #PointsMe
672533409651105793	William Shakespeare's Romeo + Juliet from 1995 @midnight #ModernShakespeare #arethesesupposedtobefunny
672520684623544320	The Bard had no filter. #ModernShakespeare @tonebell @midnight https://t.co/Iy8q3S7ml9 https://t.co/l0qKwFjaNy
672504093328326656	@midnight Crouch we here a while and troll. #ModernShakespeare
672520774134042624	@midnight That I know you are my son I have but thy mother's word and the test results from Maury Povitch #ModernShakespeare
672554955107000324	@midnight Men of few d*ck pics are the best men.  #ModernShakespeare #PointsMe
672559305644724224	#ModernShakespeare @midnight Bitch better have my pound of fair flesh.#PointsMe
672546965113049090	@midnight If you poke us, do we not poke back ;if you tweet us, do we not respond?#ModernShakespeare #PointsMe
672517768068091908	@midnight #ModernShakespeare  God hath given you one Facebook account and you make yourselves another.
672500103819608064	A Trump by any other name is still a @midnight #ModernShakespeare
672557738161926144	Whoever loved that loved not at first Facebook stalk? #ModernShakespeare #PointsMe @midnight
