723504682920890369	The Sarlak's Bigmouth Strikes Again #FantasySongs  @midnight	0
723521918138232832	@midnight #FantasySongs Halo Goodbye	0
723503962138284032	Tolkien Care of Business #FantasySongs @midnight	0
723518888537812992	Devil's in her heartlight. @midnight #FantasySongs	0
723528932184743936	Narnia Business - Salt-N-Pepa #FantasySongs @midnight @TheSaltNPepa @hardwick	0
723524302071451648	Goku Save the Queen @midnight #FantasySongs	0
723516091956363264	"The Beastmaster of Puppets" #FantasySongs @midnight	0
723501833625452544	Born In The Free Cities #FantasySongs @midnight	0
723526591033151488	Unbreak My Curse #FantasySongs @midnight	0
723516614537285632	@midnight #FantasySongs Everybody Wants To Rule The World of WarCraft	0
723522089567690752	Because I got Highlander #FantasySongs @midnight	0
723509015691550720	I Still Haven't Found The Droids I'm Looking For #FantasySongs @midnight	0
723527341784346624	Gollum to California with an achin' in my heart @midnight #FantasySongs	0
723517580959354880	Crazy for you @midnight #FantasySongs https://t.co/vAwxPSBkxA	0
723528628718415872	Another one bites the Brain #FantasySongs @midnight	0
723525871341080576	@midnight #FantasySongs She Blinded Me With Scientology	0
723514073556504577	Stop Dragon My Stark Around #FantasySongs @midnight	0
723501230715068416	@midnight The Most Beautiful Girl In Discworld  #FantasySongs #RIP	0
723508061105577984	@midnight #FantasySongs All Green Lights and No One On My Bumper	0
723523756052848644	@midnight Replicant Always Get What You Want #FantasySongs	0
723526722411454464	It's My Party and I'll Split It If I Want To #FantasySongs @midnight	0
723503688476667904	Two Tickets to Eternia #FantasySongs @midnight @ComedyCentral	0
723500046436708353	Pinball Wizard of OZ @midnight #FantasySongs	0
723514747056979968	@midnight #FantasySongs My Gallifrey Sal	0
723516235707756548	@WendyLiebman @midnight #FantasySongs Smokin' in the LGBTIQ Room.	0
723528280016588800	One Way Thor Another #FantasySongs @midnight	0
723502953567543296	@midnight #FantasySongs Spirit In The Sky	0
723508402140274688	Smells Like Muggle Spirit #FantasySongs @midnight	0
723530834112815104	I Would Die For Uhura @midnight #FantasySongs	0
723516803390025729	@midnight #FantasySongs B.I.L.B.O. and Bilbo was his name-o	0
723518555036221440	Purple Mist #FantasySongs @midnight	0
723530669293334528	#FantasySongs @midnight Ooh, Bilbo, I Love Your Way	0
723514367715713024	@midnight #FantasySongs Sarah Jane Smile	0
723509439878205441	@midnight #FantasySongs Jinn and juice	0
723508705602334720	Rohan State Of Mind #FantasySongs @midnight	0
723523930418503682	Let Call the Whole Thing Gandolf  #FantasySongs @midnight	0
723523388745113600	@midnight Parsecs and Candy #FantasySongs	0
723527686908436481	Working Fighter Class Hero #FantasySongs @midnight	0
723500412561686528	Uh Oh it's Magic: The Gathering #FantasySongs @midnight @ComedyCentral	0
723529613427793921	The Once and Future King of Pain #FantasySongs @midnight	0
723529502542827522	Give a Little HobBit @midnight  #FantasySongs	0
723518798385569794	"@joshingstern: Borg in the USA #FantasySongs @midnight https://t.co/xFKEaFQN5J"	0
723529902276939776	@midnight welcome to the Black Brigade #FantasySongs	0
723506371900129280	Sauron, Frank Lloyd Wright #FantasySongs @midnight	0
723512038081847301	(J. R. R.) Tolkien Care of Business #FantasySongs @midnight	0
723510000606306305	#FantasySongs @midnight  Little Red Boba Fett #FantasySongs @midnight  Purple Bane	0
723526690580779009	@midnight Nothing Compares to a Grue #FantasySongs	0
723508855620038659	@midnight #FantasySongs Bippity Bobbity Boo No Cars In Front of You	0
723511028139462656	There can be only one week. @midnight #FantasySongs #pointsme	0
723508649193164800	#FantasySongs @midnight   I hear you knocking, Gollum, where you been...	0
723515303381053442	"The (Dark) Crystal Ship," collaboration between Jim Henson and Jim Morrison #FantasySongs @midnight	0
723515054147145728	@midnight #FantasySongs Phantom Zone Rock	0
723527331294359554	Protection (From Evil) #FantasySongs @midnight	0
723502456924200960	Everything Zandalar #FantasySongs @midnight	0
723508697347952641	A View to a Krull #FantasySongs @midnight	0
723522419022024704	@midnight Stop Dragon My Heart Around #FantasySongs	0
723512208278302720	@midnight Return of the Jedi Mack #FantasySongs	0
723526898500833281	#FantasySongs @midnight  I'll stop the world and meld with you	0
723506440841924608	@midnight A Song of Fire and Ice, Ice Baby #FantasySongs	0
723519026316496897	Beauty and the Number of the Beast. @midnight #FantasySongs	0
723527344774733824	@midnight Ogre of a Lonely Heart  #FantasySongs	0
723528204074422272	Little Red Kobold @midnight #FantasySongs	0
723503042994249730	It's not the pale moon that excites me, That thrills &amp; delights me, Oh no -- It's just DAENERYS OF YOU!  #FantasySongs @midnight	0
723530686733361154	#FantasySongs @midnight HARD HOBBIT TO BREAK	0
723515632965165057	@midnight Dancing in the Stark #FantasySongs	0
723508259269701632	C3P0 of Love #FantasySongs @midnight	0
723523691171041281	Hippogriff to be Square #FantasySongs @midnight	0
723500199918899200	Coraline Bling @midnight #FantasySongs	0
723501636690305024	My Name is... Alice #FantasySongs @midnight	0
723524788178837504	A Gargoyle Like You #FantasySongs @midnight	0
723528506076884994	#fantasysongs @midnight Hard to Say I'm Sauron	0
723518848578772993	Lady Sorceress #FantasySongs @midnight	0
723528733533986817	Warcraft With God @midnight   #FantasySongs	0
723527901350481921	Let it Beholder @midnight #FantasySongs	0
723523091234717696	@midnight Leaving on an X-Wing #FantasySongs	0
723523031029657600	Dune it Well #FantasySongs @midnight @hardwick	0
723529392857690112	Puff the Magic Dragonlance #FantasySongs @midnight	0
723526211448770560	I Say a Little Prayer (and healed you d8) #FantasySongs @midnight	0
723517031212060672	@midnight Damaged Soulstones #Diablo3 #FantasySongs	0
723517033405681664	@midnight #FantasySongs Your Little Secret Life Of Walter Mitty	0
723527844249391106	Wonderwall of Thorns #FantasySongs @midnight	0
723521462523424768	@midnight #FantasySongs Bone, Thugs and Armory	0
723527210032713729	@midnight Knight and Day #FantasySongs	0
723509696015917058	When Doves Magically Transform Into Dragons Because Of A Woodland Fairy's Enchantment And Cry #FantasySongs @midnight	0
723528380621164544	Put A Lord of the Ring On It #FantasySongs @midnight	0
723513069230538754	Red Wedding #FantasySongs @midnight	0
723529355381604357	#FantasySongs @midnight   Parsley, Sage, Rosemary, Thyme and Zombies	0
723521590760210432	#FantasySongs @midnight   Give Peace a Chance  *this tweet is intended solely for humorous purposes, not because it's what I really believe*	0
723529964310536193	@midnight When Crows Fly #FantasySongs	0
723525799438065664	The Neverending Story of My Life #FantasySongs @midnight	0
723529690338594817	@midnight Thieves in the Temple of Elemental Evil #fantasysongs	0
723517397546606592	#FantasySongs @midnight   It's the final fantasy countdown	0
723516187368402944	Back in Castle Black #FantasySongs @midnight	0
723527487540461569	#fantasysongs @midnight "Man! I Feel Like A Druid" by Shannara Twain	0
723507119870234624	Go Hobbit On The Mountain #FantasySongs @midnight	0
723521276275380224	Lord of the Ring of Fire @midnight #FantasySongs	0
723529337127890946	@midnight Little Red Wedding #FantasySongs	0
723522163752460288	"Blinded by the Light(saber)" #FantasySongs @midnight	0
723504844510736384	#Bangles "Just another pokemonday" #FantasySongs @midnight	0
723528725275377664	#FantasySongs @midnight All About the Paladins	0
723518371346681856	"Conan, the Barbara Ann," by The Beach Boys #FantasySongs @midnight	0
723502258458091520	#FantasySongs @midnight Hell Hound Dog	0
723509360022822912	There is a Lightsaber That Never Goes Out #FantasySongs @midnight	0
723529360528052225	@midnight you aint nothing but a hound #FantasySongs	0
723521059589246977	It's a kind of Magic the Gathering  #FantasySongs @midnight	0
723525549503709184	@midnight D&amp;D Rollin in the Deep #FantasySongs	0
723501658219659265	@midnight Chainmail of Fools #FantasySongs	0
723526462003793921	@midnight Holding Out For a Level 10 Hero #FantasySongs	0
723512641386209281	I got, Two Chicks at the Same Time.   Hey, you have your fantasy. I have mine. #FantasySongs @midnight https://t.co/rZNqd4r5r0	0
723503105363591169	@midnight One Does Not Simply Enter Sandman #FantasySongs	0
723516160843509760	Avalon the Watchtower @midnight #FantasySongs	0
723524940511719426	Lucy and this guy named Neil Gaiman #FantasySongs @midnight	0
723523478884876288	@midnight The Bots of Summer #FantasySongs	0
723525686934249472	#FantasySongs @midnight   Dragon Queens in Limousines	0
723514117911257088	Hazy shade of winter is coming...@midnight #FantasySongs https://t.co/UCwPfxJkGp	0
723529540530663425	#fantasySongs @midnight Winter is Comin' to Getcha	0
723502080263114754	@midnight It's the End of the Hosnian System As We Know It #FantasySongs	0
723515513264025600	@midnight #FantasySongs JumAngie	0
723514256319229953	@midnight #FantasySongs  Every Rose Tyler Has Its Thorn	0
723527695594713090	I Want To Hold Your Han Solo @midnight  #FantasySongs	0
723522218303483904	Ring of Firefly #FantasySongs @midnight	0
723527336650395649	Hitchhiker's Guide to the Galaxy Bounce #FantasySongs @midnight	0
723502165428428801	Somebody to LARP #FantasySongs @midnight	0
723529366295158784	When a He-Man Loves a Woman #FantasySongs @midnight	0
723508139346169857	Space Hobbity #FantasySongs @midnight	0
723527517232095232	River Deep, Mountain High, Tell Me Why We Didn't Teleport Again?  #FantasySongs @midnight	0
723528956176027649	Hermioneed You Tonight #FantasySongs @midnight	0
723529335005540352	Rudolph, The Redwall Reindeer #FantasySongs @midnight	0
723524211189407744	@midnight #FantasySongs You Twilight Up My Life	0
723501740201525248	@midnight Across the Steven Universe #FantasySongs	0
723510349433987073	@nhighers today's hashtag for @midnight is #FantasySongs	0
723516823291854848	Knockin' on Heaven's Trogdor #FantasySongs @midnight	0
723524928482353152	Moody Oprah #FantasySongs @midnight	0
723529058319917058	Jabberwock This Way #FantasySongs @midnight	0
723524347562983424	Pixieland Delight #FantasySongs @midnight @hardwick	0
723528040387612672	Last Dance with Mary Jane Foster #FantasySongs @midnight	0
723520637197783041	@midnight #FantasySongs We Didn't Start the Firefly	0
723530214395924480	@midnight Pinball Wizard #FantasySongs	0
723517063013109762	Pokemon face #FantasySongs  @midnight	0
723508757305520128	Shoplifters of the Ice World of Hoth Unite and Take Over #FantasySongs @midnight	0
723502324065439744	@midnight House of the Rising Suns #FantasySongs	0
723514531780157440	"Rockin and Roland" (Deschaine, the Last Gunslinger, from "The Dark Tower" series, by Stephen King) #FantasySongs @midnight	0
723517518585966595	@midnight #FantasySongs We wear the Unchained Melodies we forged in life.	0
723519201906950144	@midnight #FantasySongs Puss in Boots Control	0
723530599177195521	Aldo Nova Prime @midnight #FantasySongs #pointsme	0
723528945849774080	The Wheel of Time in the Sky #FantasySongs @midnight	0
723526989215191040	@midnight I Will Wait for a Grue #FantasySongs	0
723519292214386688	@midnight Stairway to Valhalla #FantasySongs	0
723530610485026816	The Lion, the Witch and the Wardrobe Sleeps Tonight @midnight  #FantasySongs	0
723520414832414721	As you wish upon a star @midnight #FantasySongs	0
723528680698458112	The Chronic of Narnia #FantasySongs @midnight	0
723355297218224128	Your Alice Is A Wonderland #FantasySongs @midnight	2
723357923074670592	You Oughta Jon Snow #FantasySongs @midnight	1
723367478647087107	Groot, There It Is!   #FantasySongs @midnight	1
723355984534466561	I did it all for the Wookie #FantasySongs @midnight	1
723354310092853248	We Are the World of Warcraft #FantasySongs @midnight	1
723355175008624640	Fly Like a Sméagol #FantasySongs @midnight	1
723355312325988356	@midnight I Want You to Wand Me #FantasySongs	1
723360864749817856	Knockin On Griffindor #FantasySongs @midnight	1
723363868148277248	I Jedi'd in Your Arms Tonight #FantasySongs @midnight	1
723360222291460096	Let's Hear It For The Hellboy #FantasySongs @midnight	1
