747877063282032640	@midnight #VisitBritainBecause you can call someone a c*nt and still feel like a lady.	0
747862722595819524	@midnight #VisitBritainBecause Buckingham palace is for sale on Craigslist	0
747839886607028224	@midnight #VisitBritainBecause  To find the person that started "#brexit" to make sure he didn't mean "#breakfast"	0
747868645682974724	#VisitBritainBecause in a few months it'll be like a real-life #GameofThrones @midnight	0
747856069699862528	#VisitBritainBecause it's a 'great' country!!! @midnight	0
747857851616370688	#VisitBritainBecause where else can you bangers and mash with a spotted dick? @midnight	0
747838582631636992	@midnight #VisitBritainBecause The English Nat'l Team is back home, know...  #EURO2016	0
747887353948180480	@midnight #VisitBritainBecause No one gets upset by you asking for a fag	0
747850884101578752	#VisitBritainBecause it shall be gone in a fortnight @midnight	0
747840010800476160	@midnight #VisitBritainBecause Trump isn't always there	0
747847602071166976	#VisitBritainBecause pretty soon there will be nothing left but the remains. @midnight	0
747863863933157376	#VisitBritainBecause my house is older than your country and that fact slightly screws with your minds (built circa 1530) @midnight	0
747880625068118016	#VisitBritainBecause it's your last chance to see the Buckingham Palace guards before they're deployed to the front lines. @midnight	0
747862543364820992	@midnight #VisitBritainBecause it will soon host the worlds largest yard sale	0
747856551990353920	#VisitBritainBecause you can take a bath in a town called Bath! @midnight	0
747862358421168128	#VisitBritainBecause Who else will now? @midnight	0
747850081525628928	#VisitBritainBecause Merica just ain't that great no more. @midnight	0
747842673718005761	@midnight #VisitBritainBecause who really likes flavor in their food?	0
747836258265686020	#VisitBritainBecause Doctor Who. Duh @midnight	0
747896826695684096	@midnight a bit late but here I go... #VisitBritainBecause the next prime minister might be an american	0
747881117303332865	#VisitBritainBecause I need you to help me get out of here. @midnight	0
747836346140549120	#VisitBritainBecause fish and chips mate @midnight	0
747892073026588673	@midnight #VisitBritainBecause You might see Thor trying to stop the convergence in London.  Or maybe Selvig not wearing any pants.	0
747857238086213632	#VisitBritainBecause we haven't met our quota of foreigners killed trying to take a picture while crossing Abbey Road. @midnight	0
747841028581793793	#VisitBritainBecause it'll up your chances of getting to punch Nigel Farage right in his smug fucking face @midnight	0
747852530273525761	R + L = J #VisitBritainBecause @midnight	0
747839014296764416	#VisitBritainBecause On the other side is to much Big Ben and Parliament plus it's hard to get left. @midnight https://t.co/xNKgU88dNw	0
747884110920687617	#VisitBritainBecause we have the healthiest teeth: https://t.co/DgJvEpMuYw @midnight	0
747897369438601216	Come for Paul, stay for Ringo. #VisitBritainBecause @GregProops @midnight https://t.co/lbmn6GP9Ka	0
747854048645177344	If they made Tom Hardy, they can't all be bad. #VisitBritainBecause #SexySexyManmeat @midnight	0
747874831966801920	Cheerio, @midnight top tweeters! @SheJStaz @jeff_hofmann @tonygoldmark #VisitBritainBecause Good luck tonight!  	0
747871289197592576	@midnight #VisitBritainBecause you missed your connecting flight to somewhere more exciting and are forced to spend the night there	0
747896900246872064	@midnight #VisitBritainBecause There's no @reaDonldTrump	0
747892375490543616	@midnight #VisitBritainBecause  its where Greg Proops spent his wilderness years. He could have starved.	0
747869876212142081	@midnight #VisitBritainBecause the weather isn't good! It is summer and we are still wearing coats! 	0
747713354924441600	#VisitBritainBecause Thom Yorke will fuckin' hate it. @midnight	1
747641421230936064	#VisitBritainBecause warm beer and cold rain means less Jimmy Buffett @midnight	1
747633951712346114	#VisitBritainBecause a tea party there has people attending that can spell. @midnight	1
747650225817460740	#VisitBritainBecause Hogwarts Is Going To Shut Down & Reopen As A Fuddruckers. @hardwick @midnight	1
747644156248526853	#VisitBritainBecause Monty Python was a documentary as far as you know. @midnight	1
747635824146034688	#VisitBritainBecause "It's 11:59 and 59 seconds" is much more dramatic when big Ben is involved @midnight	1
747647841758240768	#VisitBritainBecause Who wouldn't want to walk on a gravelly beach under an omnipresent, overcast sky? @midnight	1
747633111450607617	@midnight #VisitBritainBecause Trump doesn't know where it is and will never find you.	1
747634837075304448	#VisitBritainBecause Tilda Swinton is molting. @midnight	2
747639886463795200	I'll #VisitBritainBecause I want to buy some castles, I hope they're having a sale @midnight	1
