707709697638305794	All legal currency will be converted to casino chips with Trumps face stamped on it. #IfTrumpWins @midnight	0
707710985004564480	#IfTrumpWins Putin will receive a Nobel peace prize. @midnight	0
707710089000411136	Canada is going to build a wall to keep out Americans out. #IfTrumpWins @midnight	0
707709192753319937	#IfTrumpWins Art of the Deal will replace the Constitution @midnight https://t.co/Op6LR6eYKH	0
707714898738999296	Ask not what you can do for your country. But what Canada can do for you. #IfTrumpWins @midnight	0
707712130460590080	@midnight @tikibetty "Canada builds a wall #IfTrumpWins " ? I'd like to be the one to say "South Park Did It! South Park Did It!" =P hee hee	0
707723135399956481	#IfTrumpWins I'm taking @crimmins advice and putting all my money on the Mexican pole vaulting team. @midnight	0
707719782875811840	#IfTrumpWins Vladimir Putin will laugh for the first time. @midnight	0
707711745113116674	#IfTrumpWins he will give Flint a huge discount for using Trump water @midnight	0
707714450711687168	#IfTrumpWins maintained lawns &amp; gardens will be a thing of the past. @midnight	0
707713365070716929	Pray...for...mojo. @midnight #IfTrumpWins	0
707718791812124672	#iftrumpwins I'll take a four year "gap year" @midnight	0
707715244076965890	Canada will build a wall #iftrumpwins @midnight	0
707716556151652352	@midnight #IfTrumpWins I will automatically believe in unicorns and dragons	0
707709045730254848	#IfTrumpWins avengers assemble! @midnight	0
707720809599504384	#IfTrumpWins he will probably take all presidential calls from his bankrupt hotel in New York @midnight	0
707714018643869698	#IfTrumpWins there won't be any fruit because there won't be anyone around to pick it. @midnight	0
707705339991494656	#IfTrumpWins Dick Cheney will have won his wager with Satan &amp; ascend throne as the new Prince of Darkness .@midnight https://t.co/eXY7uqZBlo	0
707709364761526272	The country will become the prequel to Idiocracy. #IfTrumpWins @midnight	0
707710164497993729	@midnight Mandatory education at Trump College #IfTrumpWins	0
707714403643297792	Thanks, @midnight for including me in your TOP 10 #IfTrumpWins https://t.co/F03GVaCQnu	0
707707378813292544	#IfTrumpWins America will be breaking the International Chemical Warfare Treaty.  It's called Trump Cologne @midnight	0
707714437894033408	@midnight #IfTrumpWins Mexico will pay for a wall the surrounds Donald Trump.	0
707716925866909696	#IfTrumpWins America will drown in a flood thanks to the wall built around the country. @midnight	0
707712434744590338	#IfTrumpWins people with tiny hands won't ever have to justify their size @midnight	0
707722612567191552	@midnight #IfTrumpWins thousands of people with torches forming a giant T slowly rotating as copies of the constitution are burned	0
707716126902452224	There will be no more Truffle Butter for the Lemon Parties @midnight #IfTrumpWins	0
707710597476052992	#IfTrumpWins Bear's dream of staying in the Lincoln Bedroom @WhiteHouse may come true. #Armageddon #Election2016 @midnight	0
707722028275638272	@midnight #IfTrumpWins Hitler, Mussolini and Saddam will finally have a 4th for their Bridge game.	0
707711509095297024	#IfTrumpWins Nickleback will be the Vice President @midnight	0
707423575720992768	#IfTrumpWins Canada builds a wall @midnight	1
707426757196972033	#IfTrumpWins there will be tiny fingers on the nuclear button. @midnight	1
707431606076772354	#IfTrumpWins glove sizes will start at Presidential and move up to Medium, then Regular @midnight	1
707431647604510720	#IfTrumpWins all orange crayons will be renamed flesh tone. @midnight	2
707432010357338113	#IfTrumpWins father/daughter dances will take on a whole new meaning. @midnight	1
707426112821788673	#IfTrumpWins I hope Wall-E's journey inspires us to come back to Earth someday @midnight	1
707451690824372224	#IfTrumpWins the stay puft marshmallow man will  wreak havoc in every major city @midnight	1
707453857731895296	#IfTrumpWins we will have hell toupee. @midnight	1
707424159983251456	#IfTrumpWins the Mayans were only 4 years off. @midnight	1
707424693884686336	#IfTrumpWins I'm getting Marty McFly to try to steal the sports almanac back from him @midnight	1
